自增ID,内部订单号,线上订单号,店铺名称,全渠道用户ID,发货日期,付款日期,应付金额,已付金额,状态,收货人,款号,商品编码,商品名称,颜色及规格,下单时间,省份,城市,平台站点,子订单编号,线上子订单编号,原始线上订单号,数量,商品单价,商品金额,原价,是否赠品,子订单状态,退款状态,登记数量,实退数量
4014,INT20250004013,ON20250004013,森马女装官方旗舰店,ae3505720811101612,,,282.0,0.0,已取消,王建,SPU082,SPU082-黑色-XL,牛仔裤夏季款,黑色 宽松,2025-08-12 12:58:06,广西壮族自治区,北海市,京东,SUB20250004013,ONSUB20250004013,ORIG20250004013,1,282.0,282.0,319.98,是,已取消,未申请退款,0,0
4015,INT20250004014,ON20250004014,优衣库女装官方旗舰店,ad9121759725395265,2025-07-16 23:46:14,2025-07-14 23:46:14,182.0,182.0,已完成,徐坤,SPU169,SPU169-棕色-S,包臀裙热卖款,棕色 宽松,2025-07-14 23:46:14,广西壮族自治区,河池市,拼多多,SUB20250004014,ONSUB20250004014,ORIG20250004014,2,91.0,182.0,134.69,否,已完成,退款关闭,0,0
4016,INT20250004015,ON20250004015,阿迪达斯官方旗舰店,ad8933961823608902,,,159.0,0.0,待付款,杨静,SPU187,SPU187-黄色-M,短袖T恤春季款,黄色 短款,2025-10-14 07:03:35,海南省,澄迈县,拼多多,SUB20250004015,ONSUB20250004015,ORIG20250004015,3,53.0,159.0,75.93,否,待付款,未申请退款,0,0
4017,INT20250004016,ON20250004016,VERO MODA女装官方旗舰店,af6781787433757682,2025-05-21 01:16:02,2025-05-20 01:16:02,975.0,975.0,已完成,彭婷,SPU086,SPU086-白色-L,家居服秋冬款,白色 修身,2025-05-19 01:16:02,内蒙古自治区,包头市,京东,SUB20250004016,ONSUB20250004016,ORIG20250004016,3,325.0,975.0,364.65,否,已完成,退款关闭,0,0
4018,INT20250004017,ON20250004017,阿迪达斯官方旗舰店,ad9587495341256345,2025-09-21 16:50:08,2025-09-19 16:50:08,116.0,116.0,已发货,方雪,SPU066,SPU066-黄色-S,速干短裤秋冬款,黄色 短款,2025-09-19 16:50:08,河北省,秦皇岛市,抖音,SUB20250004017,ONSUB20250004017,ORIG20250004017,1,116.0,116.0,136.92,否,已发货,未申请退款,0,0
4019,INT20250004018,ON20250004018,欧时力女装官方旗舰店,af6833532906374476,,2025-09-10 17:20:57,490.0,490.0,已付款,冯璐,SPU084,SPU084-红色-M,套头卫衣秋冬款,红色 短款,2025-09-08 17:20:57,陕西省,商洛市,淘宝,SUB20250004018,ONSUB20250004018,ORIG20250004018,1,490.0,490.0,639.94,是,已付款,未申请退款,0,0
4020,INT20250004019,ON20250004019,杰克琼斯官方旗舰店,ae3927470543637389,2025-08-16 22:53:42,2025-08-13 22:53:42,372.0,372.0,已完成,阴鑫,SPU161,SPU161-棕色-M,POLO衫热卖款,棕色 标准,2025-08-12 22:53:42,内蒙古自治区,乌兰察布市,拼多多,SUB20250004019,ONSUB20250004019,ORIG20250004019,2,186.0,372.0,257.31,否,已完成,退款关闭,0,0
4021,INT20250004020,ON20250004020,H&M官方旗舰店,ae7263509639165783,2025-05-13 14:05:00,2025-05-11 14:05:00,216.0,216.0,已完成,刘玉珍,SPU181,SPU181-棕色-XXXL,羽绒服夏季款,棕色 修身,2025-05-11 14:05:00,湖北省,荆州市,天猫,SUB20250004020,ONSUB20250004020,ORIG20250004020,1,216.0,216.0,284.12,是,已完成,未申请退款,0,0
4022,INT20250004021,ON20250004021,GAP童装官方旗舰店,af9594123817241523,2025-09-25 06:05:45,2025-09-23 06:05:45,1101.0,1101.0,已完成,陈梅,SPU139,SPU139-粉色-均码,休闲衬衫新款,粉色 加长,2025-09-23 06:05:45,新疆维吾尔自治区,克孜勒苏柯尔克孜自治州,拼多多,SUB20250004021,ONSUB20250004021,ORIG20250004021,3,367.0,1101.0,536.62,是,已完成,成功退款,3,2
4023,INT20250004022,ON20250004022,杰克琼斯男装官方旗舰店,ac1127437272869053,,2025-09-09 12:52:37,680.0,680.0,已付款,王帆,SPU185,SPU185-米色-L,家居服经典款,米色 修身,2025-09-09 12:52:37,重庆市,重庆市,京东,SUB20250004022,ONSUB20250004022,ORIG20250004022,2,340.0,680.0,391.98,是,已付款,未申请退款,0,0
4024,INT20250004023,ON20250004023,杰克琼斯官方旗舰店,ab4177883302635826,2025-05-24 13:16:03,2025-05-21 13:16:03,906.0,906.0,已发货,凌文,SPU068,SPU068-米色-L,休闲衬衫新款,米色 短款,2025-05-20 13:16:03,云南省,保山市,微信,SUB20250004023,ONSUB20250004023,ORIG20250004023,3,302.0,906.0,409.53,否,已发货,申请退款,3,0
4025,INT20250004024,ON20250004024,Massimo Dutti男装官方旗舰店,ac6909244272917572,,2025-06-29 14:19:28,75.0,75.0,已付款,宋强,SPU105,SPU105-米色-XS,速干短裤秋冬款,米色 加长,2025-06-29 14:19:28,贵州省,遵义市,抖音,SUB20250004024,ONSUB20250004024,ORIG20250004024,1,75.0,75.0,101.02,否,已付款,未申请退款,0,0
4026,INT20250004025,ON20250004025,太平鸟男装官方旗舰店,ab7764087698872993,,,832.0,0.0,已取消,唐雪,SPU022,SPU022-绿色-均码,家居服春季款,绿色 加长,2025-05-30 19:19:52,贵州省,黔南布依族苗族自治州,拼多多,SUB20250004025,ONSUB20250004025,ORIG20250004025,2,416.0,832.0,562.31,否,已取消,未申请退款,0,0
4027,INT20250004026,ON20250004026,GAP童装官方旗舰店,ab8054684475660494,,,423.0,0.0,待付款,罗芳,SPU193,SPU193-棕色-XL,针织衫夏季款,棕色 加长,2025-08-24 23:21:42,四川省,乐山市,淘宝,SUB20250004026,ONSUB20250004026,ORIG20250004026,3,141.0,423.0,173.67,是,待付款,未申请退款,0,0
4028,INT20250004027,ON20250004027,Stradivarius官方旗舰店,ac5449757017006987,,2025-08-26 02:46:14,376.0,376.0,已付款,庞梅,SPU177,SPU177-橙色-XL,家居服夏季款,橙色 标准,2025-08-25 02:46:14,福建省,泉州市,天猫,SUB20250004027,ONSUB20250004027,ORIG20250004027,1,376.0,376.0,522.93,否,已付款,退款关闭,0,0
4029,INT20250004028,ON20250004028,GAP童装官方旗舰店,ae3748913715197667,2025-07-22 07:37:27,2025-07-21 07:37:27,402.0,402.0,已发货,李亮,SPU031,SPU031-黑色-均码,运动套装经典款,黑色 标准,2025-07-20 07:37:27,江西省,赣州市,天猫,SUB20250004028,ONSUB20250004028,ORIG20250004028,1,402.0,402.0,444.87,否,已发货,退款关闭,0,0
4030,INT20250004029,ON20250004029,韩都衣舍女装官方旗舰店,ae3136557709271294,,2025-08-16 13:21:44,1383.0,1211.0,已付款,邢慧,SPU075,SPU075-白色-S,短裤秋冬款,白色 宽松,2025-08-16 13:21:44,四川省,内江市,拼多多,SUB20250004029,ONSUB20250004029,ORIG20250004029,3,461.0,1383.0,590.23,是,已付款,退款关闭,0,0
4031,INT20250004030,ON20250004030,杰克琼斯官方旗舰店,ad3792918162171540,,,894.0,0.0,待付款,郭瑜,SPU165,SPU165-红色-S,针织衫经典款,红色 标准,2025-06-17 11:30:23,河南省,济源市,抖音,SUB20250004030,ONSUB20250004030,ORIG20250004030,3,298.0,894.0,364.71,否,待付款,未申请退款,0,0
4032,INT20250004031,ON20250004031,播男装官方旗舰店,ad2294054777034315,2025-10-14 20:38:38,2025-10-11 20:38:38,454.0,454.0,已完成,张敏,SPU193,SPU193-棕色-XS,针织衫夏季款,棕色 短款,2025-10-11 20:38:38,辽宁省,鞍山市,淘宝,SUB20250004031,ONSUB20250004031,ORIG20250004031,1,454.0,454.0,502.13,否,已完成,成功退款,1,1
4033,INT20250004032,ON20250004032,森马官方旗舰店,af7466399150645486,2025-10-19 01:22:54,2025-10-17 01:22:54,1386.0,1386.0,已发货,王燕,SPU134,SPU134-粉色-S,西装外套春季款,粉色 短款,2025-10-16 01:22:54,上海市,上海市,拼多多,SUB20250004032,ONSUB20250004032,ORIG20250004032,3,462.0,1386.0,650.22,否,已发货,申请退款,3,0
4034,INT20250004033,ON20250004033,杰克琼斯官方旗舰店,ad6593716308947811,2025-07-11 21:41:32,2025-07-09 21:41:32,720.0,720.0,已完成,陈军,SPU162,SPU162-白色-均码,休闲衬衫春季款,白色 标准,2025-07-09 21:41:32,辽宁省,大连市,微信,SUB20250004033,ONSUB20250004033,ORIG20250004033,2,360.0,720.0,488.61,否,已完成,未申请退款,0,0
4035,INT20250004034,ON20250004034,GAP官方旗舰店,ad2146505246145019,2025-09-28 21:54:37,2025-09-26 21:54:37,132.0,119.39,已完成,邹强,SPU059,SPU059-黑色-XXL,牛仔裤新款,黑色 宽松,2025-09-26 21:54:37,广西壮族自治区,玉林市,天猫,SUB20250004034,ONSUB20250004034,ORIG20250004034,2,66.0,132.0,90.69,是,已完成,未申请退款,0,0
4036,INT20250004035,ON20250004035,江南布衣男装官方旗舰店,af1005153610687453,2025-10-17 22:57:29,2025-10-16 22:57:29,234.0,234.0,已完成,陈海燕,SPU044,SPU044-橙色-S,风衣新款,橙色 修身,2025-10-16 22:57:29,黑龙江省,大庆市,天猫,SUB20250004035,ONSUB20250004035,ORIG20250004035,1,234.0,234.0,350.84,是,已完成,成功退款,1,1
4037,INT20250004036,ON20250004036,H&M童装官方旗舰店,ad9835409579560442,,2025-09-23 05:23:33,560.0,560.0,已付款,王超,SPU021,SPU021-红色-L,速干T恤热卖款,红色 宽松,2025-09-21 05:23:33,上海市,上海市,京东,SUB20250004036,ONSUB20250004036,ORIG20250004036,2,280.0,560.0,416.6,是,已付款,未申请退款,0,0
4038,INT20250004037,ON20250004037,欧时力官方旗舰店,ae4678074047822291,2025-09-08 07:41:13,2025-09-05 07:41:13,1245.0,1245.0,已发货,黄静,SPU036,SPU036-红色-XXL,羽绒服热卖款,红色 标准,2025-09-03 07:41:13,湖北省,襄阳市,拼多多,SUB20250004037,ONSUB20250004037,ORIG20250004037,3,415.0,1245.0,511.3,是,已发货,未申请退款,0,0
4039,INT20250004038,ON20250004038,Bershka官方旗舰店,ac5614808163054630,2025-08-27 06:58:51,2025-08-24 06:58:51,912.0,912.0,已完成,朱凤英,SPU019,SPU019-黑色-S,针织连衣裙热卖款,黑色 标准,2025-08-23 06:58:51,甘肃省,嘉峪关市,淘宝,SUB20250004038,ONSUB20250004038,ORIG20250004038,3,304.0,912.0,433.3,否,已完成,退款关闭,0,0
4040,INT20250004039,ON20250004039,ONLY官方旗舰店,af3281647574661664,2025-07-09 11:06:24,2025-07-07 11:06:24,1170.0,1170.0,已完成,丁欢,SPU060,SPU060-红色-XL,运动T恤热卖款,红色 宽松,2025-07-06 11:06:24,江苏省,南京市,微信,SUB20250004039,ONSUB20250004039,ORIG20250004039,3,390.0,1170.0,535.29,否,已完成,退款关闭,0,0
4041,INT20250004040,ON20250004040,ZARA官方旗舰店,ad5863721899749850,2025-07-09 23:07:41,2025-07-06 23:07:41,324.0,324.0,已发货,梁冬梅,SPU092,SPU092-黄色-XXL,套头卫衣经典款,黄色 短款,2025-07-05 23:07:41,广东省,湛江市,淘宝,SUB20250004040,ONSUB20250004040,ORIG20250004040,2,162.0,324.0,226.14,是,已发货,申请退款,2,0
4042,INT20250004041,ON20250004041,秋水伊人官方旗舰店,af8138380308183059,2025-10-08 14:26:58,2025-10-06 14:26:58,466.0,466.0,已发货,梁楠,SPU003,SPU003-红色-XL,家居服新款,红色 宽松,2025-10-05 14:26:58,甘肃省,临夏回族自治州,天猫,SUB20250004041,ONSUB20250004041,ORIG20250004041,1,466.0,466.0,607.21,否,已发货,退款关闭,0,0
4043,INT20250004042,ON20250004042,Stradivarius女装官方旗舰店,ab5138131109426128,2025-08-05 04:21:46,2025-08-03 04:21:46,453.0,453.0,已完成,刘霞,SPU128,SPU128-棕色-均码,针织连衣裙新款,棕色 标准,2025-08-03 04:21:46,江苏省,泰州市,微信,SUB20250004042,ONSUB20250004042,ORIG20250004042,3,151.0,453.0,211.79,否,已完成,未申请退款,0,0
4044,INT20250004043,ON20250004043,优衣库男装官方旗舰店,ae2862998166644060,2025-10-15 06:08:30,2025-10-13 06:08:30,840.0,840.0,已完成,杨玉梅,SPU040,SPU040-棕色-均码,运动T恤热卖款,棕色 修身,2025-10-13 06:08:30,海南省,海口市,京东,SUB20250004043,ONSUB20250004043,ORIG20250004043,3,280.0,840.0,327.26,是,已完成,退款关闭,0,0
4045,INT20250004044,ON20250004044,Massimo Dutti男装官方旗舰店,ad9958809494188871,2025-08-22 05:55:16,2025-08-20 05:55:16,397.0,397.0,已完成,王玉英,SPU065,SPU065-黄色-XXL,休闲裤秋冬款,黄色 短款,2025-08-20 05:55:16,云南省,楚雄彝族自治州,拼多多,SUB20250004044,ONSUB20250004044,ORIG20250004044,1,397.0,397.0,539.7,否,已完成,退款关闭,0,0
4046,INT20250004045,ON20250004045,韩都衣舍女装官方旗舰店,af3123699725267121,,,216.0,0.0,待付款,黄秀英,SPU125,SPU125-紫色-L,休闲裤经典款,紫色 标准,2025-05-04 20:29:19,浙江省,嘉兴市,抖音,SUB20250004045,ONSUB20250004045,ORIG20250004045,3,72.0,216.0,102.89,是,待付款,未申请退款,0,0
4047,INT20250004046,ON20250004046,H&M女装官方旗舰店,af1183156965435161,2025-06-23 13:29:36,2025-06-20 13:29:36,420.0,420.0,已完成,宋辉,SPU180,SPU180-橙色-XS,家居服经典款,橙色 标准,2025-06-19 13:29:36,辽宁省,鞍山市,微信,SUB20250004046,ONSUB20250004046,ORIG20250004046,2,210.0,420.0,280.55,否,已完成,退款关闭,0,0
4048,INT20250004047,ON20250004047,Stradivarius官方旗舰店,ab4177883302635826,,,446.0,0.0,已取消,凌文,SPU091,SPU091-米色-M,家居服夏季款,米色 修身,2025-06-29 18:28:01,云南省,保山市,抖音,SUB20250004047,ONSUB20250004047,ORIG20250004047,2,223.0,446.0,248.85,是,已取消,未申请退款,0,0
4049,INT20250004048,ON20250004048,GXG男装官方旗舰店,af4167346449229489,2025-09-26 13:07:31,2025-09-23 13:07:31,306.0,306.0,已完成,罗慧,SPU100,SPU100-棕色-M,百褶裙秋冬款,棕色 宽松,2025-09-22 13:07:31,上海市,上海市,京东,SUB20250004048,ONSUB20250004048,ORIG20250004048,2,153.0,306.0,206.97,是,已完成,退款关闭,0,0
4050,INT20250004049,ON20250004049,太平鸟官方旗舰店,ae2641814091722960,2025-05-16 00:04:05,2025-05-15 00:04:05,423.0,423.0,已完成,靳宁,SPU193,SPU193-棕色-XL,针织衫夏季款,棕色 加长,2025-05-13 00:04:05,内蒙古自治区,鄂尔多斯市,京东,SUB20250004049,ONSUB20250004049,ORIG20250004049,3,141.0,423.0,180.13,是,已完成,成功退款,3,2
4051,INT20250004050,ON20250004050,优衣库童装官方旗舰店,ab5327499884513299,,,710.0,0.0,待付款,王浩,SPU172,SPU172-绿色-XXL,短裤春季款,绿色 短款,2025-10-11 14:07:35,陕西省,渭南市,微信,SUB20250004050,ONSUB20250004050,ORIG20250004050,2,355.0,710.0,504.59,是,待付款,未申请退款,0,0
4052,INT20250004051,ON20250004051,杰克琼斯官方旗舰店,ab1491129399895178,2025-11-02 11:24:18,2025-10-31 11:24:18,672.0,672.0,已发货,刘柳,SPU156,SPU156-米色-XL,休闲裤热卖款,米色 短款,2025-10-29 11:24:18,山东省,烟台市,拼多多,SUB20250004051,ONSUB20250004051,ORIG20250004051,3,224.0,672.0,263.1,否,已发货,申请退款,3,0
4053,INT20250004052,ON20250004052,美特斯邦威男装官方旗舰店,af7414501652010580,2025-07-21 16:00:59,2025-07-18 16:00:59,130.0,130.0,已发货,朱红霞,SPU027,SPU027-黄色-S,套头卫衣夏季款,黄色 宽松,2025-07-18 16:00:59,宁夏回族自治区,石嘴山市,天猫,SUB20250004052,ONSUB20250004052,ORIG20250004052,2,65.0,130.0,74.04,是,已发货,退款中,2,1
4054,INT20250004053,ON20250004053,VERO MODA女装官方旗舰店,ac8822405200997622,2025-08-08 00:58:22,2025-08-05 00:58:22,694.0,694.0,已发货,马金凤,SPU127,SPU127-蓝色-均码,家居服秋冬款,蓝色 宽松,2025-08-04 00:58:22,云南省,昭通市,京东,SUB20250004053,ONSUB20250004053,ORIG20250004053,2,347.0,694.0,499.07,否,已发货,退款中,2,1
4055,INT20250004054,ON20250004054,ZARA男装官方旗舰店,ae6000580981551128,,2025-09-29 06:11:42,840.0,840.0,已付款,冶芳,SPU185,SPU185-米色-M,家居服经典款,米色 短款,2025-09-29 06:11:42,江苏省,南通市,抖音,SUB20250004054,ONSUB20250004054,ORIG20250004054,2,420.0,840.0,590.17,是,已付款,退款关闭,0,0
4056,INT20250004055,ON20250004055,江南布衣女装官方旗舰店,ad9436637338599166,2025-07-24 02:21:25,2025-07-23 02:21:25,898.0,898.0,已完成,秦阳,SPU079,SPU079-棕色-XS,家居服夏季款,棕色 宽松,2025-07-22 02:21:25,西藏自治区,拉萨市,天猫,SUB20250004055,ONSUB20250004055,ORIG20250004055,2,449.0,898.0,661.27,是,已完成,成功退款,2,2
4057,INT20250004056,ON20250004056,森马男装官方旗舰店,ac2433927517298955,2025-10-28 12:40:37,2025-10-25 12:40:37,248.0,248.0,已发货,卢勇,SPU194,SPU194-红色-均码,套头卫衣春季款,红色 短款,2025-10-23 12:40:37,新疆维吾尔自治区,白杨市,抖音,SUB20250004056,ONSUB20250004056,ORIG20250004056,2,124.0,248.0,157.19,否,已发货,申请退款,2,0
4058,INT20250004057,ON20250004057,ZARA男装官方旗舰店,ad6381969809597169,2025-06-28 23:29:36,2025-06-27 23:29:36,856.0,856.0,已完成,黄兰英,SPU052,SPU052-棕色-M,休闲衬衫热卖款,棕色 标准,2025-06-27 23:29:36,安徽省,滁州市,微信,SUB20250004057,ONSUB20250004057,ORIG20250004057,2,428.0,856.0,499.29,否,已完成,未申请退款,0,0
4059,INT20250004058,ON20250004058,Mango女装官方旗舰店,ad8101560018202463,2025-06-06 21:53:11,2025-06-04 21:53:11,395.0,395.0,已完成,赵杰,SPU104,SPU104-橙色-M,羊毛衫热卖款,橙色 宽松,2025-06-03 21:53:11,上海市,上海市,京东,SUB20250004058,ONSUB20250004058,ORIG20250004058,1,395.0,395.0,576.53,是,已完成,退款关闭,0,0
4060,INT20250004059,ON20250004059,Bershka官方旗舰店,ad4586121858561525,2025-08-20 23:01:13,2025-08-17 23:01:13,290.0,290.0,已完成,卜成,SPU169,SPU169-棕色-XXXL,包臀裙热卖款,棕色 宽松,2025-08-17 23:01:13,广西壮族自治区,柳州市,抖音,SUB20250004059,ONSUB20250004059,ORIG20250004059,2,145.0,290.0,202.53,是,已完成,退款关闭,0,0
4061,INT20250004060,ON20250004060,耐克官方旗舰店,af3281647574661664,2025-07-19 03:20:17,2025-07-18 03:20:17,279.0,279.0,已完成,丁欢,SPU130,SPU130-黑色-S,休闲衬衫热卖款,黑色 短款,2025-07-16 03:20:17,江苏省,南京市,京东,SUB20250004060,ONSUB20250004060,ORIG20250004060,3,93.0,279.0,124.33,是,已完成,未申请退款,0,0
4062,INT20250004061,ON20250004061,H&M女装官方旗舰店,af6746091685682681,2025-08-10 14:32:32,2025-08-07 14:32:32,82.0,82.0,已完成,胡淑华,SPU040,SPU040-棕色-XXL,运动T恤热卖款,棕色 加长,2025-08-07 14:32:32,山东省,青岛市,天猫,SUB20250004061,ONSUB20250004061,ORIG20250004061,1,82.0,82.0,95.2,否,已完成,未申请退款,0,0
4063,INT20250004062,ON20250004062,COS官方旗舰店,ac1377458415315114,2025-09-15 08:07:20,2025-09-14 08:07:20,107.0,107.0,已完成,陈晨,SPU044,SPU044-橙色-均码,风衣新款,橙色 修身,2025-09-13 08:07:20,云南省,玉溪市,抖音,SUB20250004062,ONSUB20250004062,ORIG20250004062,1,107.0,107.0,123.43,否,已完成,成功退款,1,1
4064,INT20250004063,ON20250004063,Massimo Dutti官方旗舰店,ab2234313638462469,2025-10-24 23:27:02,2025-10-22 23:27:02,759.0,759.0,已完成,史凯,SPU188,SPU188-黄色-S,风衣夏季款,黄色 标准,2025-10-20 23:27:02,安徽省,六安市,京东,SUB20250004063,ONSUB20250004063,ORIG20250004063,3,253.0,759.0,346.08,否,已完成,退款关闭,0,0
4065,INT20250004064,ON20250004064,ZARA官方旗舰店,ad2699230236161879,,2025-08-04 22:40:54,398.0,398.0,已付款,张艳,SPU113,SPU113-白色-L,家居服新款,白色 宽松,2025-08-03 22:40:54,河北省,张家口市,拼多多,SUB20250004064,ONSUB20250004064,ORIG20250004064,1,398.0,398.0,564.22,是,已付款,退款中,1,1
4066,INT20250004065,ON20250004065,H&M童装官方旗舰店,ad4933546176556562,2025-10-23 05:31:26,2025-10-21 05:31:26,138.0,138.0,已完成,周琴,SPU186,SPU186-棕色-L,连帽卫衣夏季款,棕色 加长,2025-10-19 05:31:26,江西省,抚州市,拼多多,SUB20250004065,ONSUB20250004065,ORIG20250004065,2,69.0,138.0,77.71,是,已完成,未申请退款,0,0
4067,INT20250004066,ON20250004066,优衣库官方旗舰店,ac2170868160861942,2025-06-22 03:21:58,2025-06-20 03:21:58,195.0,195.0,已完成,张桂兰,SPU056,SPU056-红色-L,运动长裤新款,红色 宽松,2025-06-18 03:21:58,河北省,秦皇岛市,天猫,SUB20250004066,ONSUB20250004066,ORIG20250004066,3,65.0,195.0,82.78,是,已完成,退款关闭,0,0
4068,INT20250004067,ON20250004067,美特斯邦威男装官方旗舰店,af8784444928575073,2025-10-12 07:09:57,2025-10-09 07:09:57,50.0,50.0,已完成,黄玲,SPU126,SPU126-粉色-M,包臀裙热卖款,粉色 标准,2025-10-08 07:09:57,陕西省,宝鸡市,抖音,SUB20250004067,ONSUB20250004067,ORIG20250004067,1,50.0,50.0,60.64,是,已完成,退款关闭,0,0
4069,INT20250004068,ON20250004068,Mango女装官方旗舰店,ae7191410411263536,2025-09-03 00:43:52,2025-08-31 00:43:52,618.0,618.0,已完成,马亮,SPU159,SPU159-红色-M,运动长裤新款,红色 加长,2025-08-31 00:43:52,北京市,北京市,淘宝,SUB20250004068,ONSUB20250004068,ORIG20250004068,2,309.0,618.0,376.92,否,已完成,退款关闭,0,0
4070,INT20250004069,ON20250004069,江南布衣女装官方旗舰店,ac5614808163054630,2025-08-29 01:35:51,2025-08-27 01:35:51,819.0,819.0,已发货,朱凤英,SPU061,SPU061-白色-XS,休闲裤夏季款,白色 加长,2025-08-25 01:35:51,甘肃省,嘉峪关市,抖音,SUB20250004069,ONSUB20250004069,ORIG20250004069,3,273.0,819.0,334.79,否,已发货,退款关闭,0,0
4071,INT20250004070,ON20250004070,GAP女装官方旗舰店,ae5635072291063736,,,633.0,0.0,已取消,蒋刚,SPU137,SPU137-黄色-XXL,西装外套秋冬款,黄色 短款,2025-09-10 09:49:34,江西省,抚州市,拼多多,SUB20250004070,ONSUB20250004070,ORIG20250004070,3,211.0,633.0,301.79,否,已取消,未申请退款,0,0
4072,INT20250004071,ON20250004071,太平鸟男装官方旗舰店,ab8012243793916276,2025-10-16 18:09:31,2025-10-15 18:09:31,350.0,350.0,已完成,曹建国,SPU022,SPU022-绿色-XL,家居服春季款,绿色 标准,2025-10-13 18:09:31,宁夏回族自治区,银川市,微信,SUB20250004071,ONSUB20250004071,ORIG20250004071,1,350.0,350.0,427.43,是,已完成,未申请退款,0,0
4073,INT20250004072,ON20250004072,Pull&Bear官方旗舰店,ad7746498863627021,2025-10-22 12:00:50,2025-10-20 12:00:50,657.0,657.0,已发货,赵玉珍,SPU024,SPU024-白色-S,POLO衫热卖款,白色 加长,2025-10-18 12:00:50,江西省,宜春市,淘宝,SUB20250004072,ONSUB20250004072,ORIG20250004072,3,219.0,657.0,286.53,是,已发货,未申请退款,0,0
4074,INT20250004073,ON20250004073,GAP官方旗舰店,ae9770522243078832,2025-08-26 18:24:25,2025-08-23 18:24:25,251.0,251.0,已完成,古桂英,SPU114,SPU114-米色-XXXL,家居服新款,米色 修身,2025-08-22 18:24:25,新疆维吾尔自治区,昌吉回族自治州,京东,SUB20250004073,ONSUB20250004073,ORIG20250004073,1,251.0,251.0,323.94,否,已完成,退款关闭,0,0
4075,INT20250004074,ON20250004074,江南布衣女装官方旗舰店,ad4448443682285212,2025-10-23 02:51:52,2025-10-20 02:51:52,858.0,858.0,已完成,李小红,SPU063,SPU063-粉色-M,运动T恤秋冬款,粉色 宽松,2025-10-18 02:51:52,黑龙江省,佳木斯市,淘宝,SUB20250004074,ONSUB20250004074,ORIG20250004074,3,286.0,858.0,406.77,是,已完成,未申请退款,0,0
4076,INT20250004075,ON20250004075,太平鸟女装官方旗舰店,af3281647574661664,,,202.0,0.0,待付款,丁欢,SPU076,SPU076-棕色-XXL,跑步外套夏季款,棕色 短款,2025-09-12 12:56:42,江苏省,南京市,天猫,SUB20250004075,ONSUB20250004075,ORIG20250004075,1,202.0,202.0,302.14,否,待付款,未申请退款,0,0
4077,INT20250004076,ON20250004076,GXG官方旗舰店,ae6542562732936157,2025-05-14 14:01:30,2025-05-11 14:01:30,291.0,291.0,已完成,周桂兰,SPU090,SPU090-紫色-XXL,训练外套热卖款,紫色 短款,2025-05-11 14:01:30,青海省,玉树藏族自治州,抖音,SUB20250004076,ONSUB20250004076,ORIG20250004076,1,291.0,291.0,337.98,否,已完成,未申请退款,0,0
4078,INT20250004077,ON20250004077,VERO MODA女装官方旗舰店,af1841157899642331,2025-09-13 11:01:33,2025-09-12 11:01:33,238.0,238.0,已完成,杨丽娟,SPU112,SPU112-红色-XXL,运动长裤春季款,红色 短款,2025-09-10 11:01:33,天津市,天津市,京东,SUB20250004077,ONSUB20250004077,ORIG20250004077,2,119.0,238.0,143.29,否,已完成,未申请退款,0,0
4079,INT20250004078,ON20250004078,ZARA官方旗舰店,ad7470440650950946,,2025-07-20 07:58:48,606.0,606.0,已付款,邓海燕,SPU159,SPU159-红色-L,运动长裤新款,红色 宽松,2025-07-19 07:58:48,青海省,海北藏族自治州,抖音,SUB20250004078,ONSUB20250004078,ORIG20250004078,3,202.0,606.0,226.0,是,已付款,申请退款,3,0
4080,INT20250004079,ON20250004079,Bershka女装官方旗舰店,ae2023660469881484,2025-08-28 10:16:54,2025-08-26 10:16:54,870.0,870.0,已完成,李小红,SPU091,SPU091-米色-XL,家居服夏季款,米色 修身,2025-08-25 10:16:54,广西壮族自治区,贵港市,拼多多,SUB20250004079,ONSUB20250004079,ORIG20250004079,3,290.0,870.0,429.45,是,已完成,成功退款,3,3
4081,INT20250004080,ON20250004080,COS官方旗舰店,ac1127437272869053,2025-08-22 16:36:29,2025-08-19 16:36:29,339.0,339.0,已发货,王帆,SPU196,SPU196-紫色-M,休闲衬衫春季款,紫色 短款,2025-08-18 16:36:29,重庆市,重庆市,抖音,SUB20250004080,ONSUB20250004080,ORIG20250004080,3,113.0,339.0,153.55,是,已发货,申请退款,3,0
4082,INT20250004081,ON20250004081,优衣库女装官方旗舰店,ab5990182317340403,2025-10-16 14:45:13,2025-10-14 14:45:13,978.0,978.0,已完成,周凤兰,SPU168,SPU168-黄色-XXL,连帽卫衣秋冬款,黄色 修身,2025-10-12 14:45:13,湖北省,天门市,淘宝,SUB20250004081,ONSUB20250004081,ORIG20250004081,3,326.0,978.0,448.33,否,已完成,退款关闭,0,0
4083,INT20250004082,ON20250004082,杰克琼斯官方旗舰店,ab5990182317340403,2025-05-10 04:17:23,2025-05-07 04:17:23,195.0,195.0,已完成,周凤兰,SPU134,SPU134-粉色-M,西装外套春季款,粉色 宽松,2025-05-05 04:17:23,湖北省,天门市,拼多多,SUB20250004082,ONSUB20250004082,ORIG20250004082,1,195.0,195.0,260.49,是,已完成,成功退款,1,1
